,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SSAB-B.ST,SSAB B,Material,103.4499969482422,3.37524463199523,0.03262682195808978,0.43922008837631354,52.962666618402544,270497992.7447613,0.019211792593519128,-0.017568908356121016,-0.010994278610466868,0.5966150073752721,0.7039634851408063,0.10020637220282316,-0.393012967965212,0.0,0.0,0.0,0.24511826343696066,0.471,
SINCH.ST,Sinch,Teknik,44.810001373291016,1.503365379317154,0.03354977311411631,0.42750286850768554,55.42223213195354,102750189.22530231,0.017253170247300664,-0.056432937680668926,0.08630306359493378,0.2732845898840601,0.6911228650634353,0.418792050639425,-0.16134362980947567,0.0,0.0,0.0,0.20580160080399904,0.471,
SAND.ST,Sandvik,Industri,380.2000122070313,9.705433104751272,0.025527177257075803,0.2648953457789053,53.30358925136311,617195863.2296311,0.027289937684277454,-0.03527021994725188,0.015220326320510846,0.29739823864226694,0.6669131623997241,0.25809311367276905,-0.047608220884715925,0.0,0.0,0.0,0.19781543434356644,0.471,
INDU-C.ST,Industrivarden C,Finans,535.2000122070312,8.38332095563282,0.015663902773585706,0.17643228969391578,52.17976038201434,197832540.56037903,0.01942859468005942,-0.008888866283275454,-0.04802561261784033,0.31735544829991924,0.7011477866174689,0.03288295697647852,-0.16937940860470416,0.0,0.0,0.0,0.1793303553350128,0.471,
SWED-A.ST,Swedbank A,Finans,382.3999938964844,5.177506957496478,0.013539505858093786,0.1282413040533274,61.24454745289868,523327074.9920578,0.01137262026859509,0.024651611437647603,-0.00623699057333571,0.46103838712144474,0.7399934466379766,-0.4255405751079304,-0.22509824213297897,0.0,0.0,0.0,0.17244964415861566,0.378,
GETI-B.ST,Getinge B,Halsovard,244.1999969482422,4.015786512562746,0.01644466241911496,0.10702877382632196,62.45905600375677,105546792.73324203,-0.003265318578603349,-0.004889963235893191,0.02432887248426785,0.27454385456860997,0.7429905342953701,-0.17263181529863508,0.10261226908891019,0.0,0.0,0.0,0.16795197571104,0.471,
ATCO-A.ST,Atlas Copco A,Industri,200.6000061035156,4.1680511134097715,0.020777921169448682,0.18828476493843194,45.96053025666561,712115777.0081711,0.009816321504884318,-0.03788965897594443,-0.04567074683207728,0.2680547813574389,0.2969612570315243,0.40271289743582,0.050377271664692025,0.0,0.0,0.0,0.15434803722090495,0.564,
BOL.ST,Boliden,Material,549.4000244140625,17.812582545261783,0.032421881604863374,0.31693501823864706,53.37259344575012,550988319.7747895,0.012159242390423763,-0.030698595189917022,0.07262790183611911,0.2645438047858548,0.49307992148191726,0.21474082738146572,-0.14724412455678118,0.0,0.0,0.0,0.1542098159290588,0.471,
SEB-A.ST,SEB A,Finans,226.1000061035156,3.05364566199715,0.013505730117491002,0.11246561097664365,65.81366393968221,430368344.6659409,0.012992872737116912,0.020306858646465642,0.012992872737116912,0.3752093424529026,0.7531631176917468,-0.4603500736856039,-0.13483000935772751,0.0,0.0,0.0,0.1540002954305409,0.378,
EPI-A.ST,Epiroc A,Industri,259.20001220703125,6.491643587809911,0.02504492006977542,0.24164557464910227,51.44638583081224,324054623.8723167,0.011709601315614826,-0.05159157049292873,0.020874432603207094,0.016238022763989696,0.6769770885107138,0.4392853316224835,-0.08366110725534011,0.0,0.0,0.0,0.14535154676708584,0.471,
SKA-B.ST,Skanska B,Industri,269.3999938964844,4.051212373269555,0.015037908185054428,0.14233208728663946,52.62735212762658,164877271.74290007,0.010881778223206018,-0.020007275817077952,-0.013186835544013231,0.10992484900278393,0.7324353977515533,0.12822482790908546,-0.2523201686679704,0.0,0.0,0.0,0.137552996270939,0.471,
SHB-A.ST,Handelsbanken A,Finans,149.4499969482422,1.9531014276735572,0.013068594630684128,0.1176934915292007,61.87962073876383,490872634.6692139,0.01219101338412365,0.015285326403852606,0.011848341477036284,0.25807080543724376,0.7584136821883334,-0.34945495577932856,-0.13414788165750402,0.0,0.0,0.0,0.13662686402675286,0.378,
