,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SSAB-B.ST,SSAB B,Material,106.0999984741211,3.455584301138428,0.03256912677507042,0.4404653014389575,57.9311128966381,274560153.46450347,0.02561625523492994,0.017257865481270063,0.017257865481270063,0.6396796905653075,0.7296537151535971,-0.29030981418483265,-0.18156764756468627,0.0,0.0,0.0,0.2312586161176489,0.378,
INDU-C.ST,Industrivarden C,Finans,535.7999877929688,8.127368586871102,0.015168661388643943,0.1760495238182128,52.6106802020653,200803591.36567992,0.0011210305909061802,-0.012896094615738818,-0.03459461658924545,0.2993493095641822,0.6993115907887284,0.06448299472403163,-0.049964579472252,0.0,0.0,0.0,0.18368413650814538,0.471,
SAND.ST,Sandvik,Industri,390.1000061035156,9.805045461805873,0.025134697022291354,0.2762879011889736,58.76652399479022,630307347.4703125,0.026038909991127124,-0.007631645773136908,0.06091920900963177,0.2938247855281688,0.6925490119760852,-0.08401893292412393,0.060562799425319724,0.0,0.0,0.0,0.1719647948573086,0.471,
SWED-A.ST,Swedbank A,Finans,385.8999938964844,5.1862577684286535,0.013439382872392165,0.12786103045516084,64.93808718024488,520891478.4320404,0.009152719811359233,0.026056866880963092,-0.006180772526225398,0.4664897568858835,0.7470770802040747,-0.48416667707850697,-0.20579925145285433,0.0,0.0,0.0,0.16997737097158866,0.378,
SEB-A.ST,SEB A,Finans,226.5,2.999812957066554,0.013244207315967125,0.11036423602938657,66.47793258319226,430589956.089843,0.0017691016615950517,0.01296956090037793,0.0044345898004434225,0.37381333411128903,0.7515500425435137,-0.39392141539856274,-0.09835379524644242,0.0,0.0,0.0,0.1618760086071709,0.378,
ATCO-A.ST,Atlas Copco A,Industri,201.8000030517578,4.020333612703045,0.01992236646137169,0.19045020800277512,48.11158677913978,712689842.1972282,0.005982038443323789,-0.029340986165511063,-0.040874482386904165,0.2800830157854592,0.3006029835789841,0.284429698332066,-0.008611516575983335,0.0,0.0,0.0,0.14312359548761985,0.471,
SINCH.ST,Sinch,Teknik,44.41999816894531,1.4695537517940818,0.033083156514433824,0.34814247250331765,53.42657870866201,90864550.66686916,-0.008703485659301124,-0.058898359090217345,0.07710951408954303,0.2950604292738284,0.2784630238035536,0.4578204862620711,-0.3719932151741871,0.0,0.0,0.0,0.14271694875648788,0.471,
ATCO-B.ST,Atlas Copco B,Industri,175.9499969482422,3.2643884558549345,0.018552932722216493,0.1815144760338314,48.07405750398365,199570335.42230684,0.007155123193106405,-0.027900569346728243,-0.04270949930999224,0.23665746434515555,0.3030935336530607,0.272311991747351,0.1810119729002442,0.0,0.0,0.0,0.1409101939539953,0.564,
VOLV-B.ST,Volvo B,Industri,348.5,6.914772822276023,0.019841528901796336,0.1879809611833256,52.21379502103939,1042300661.4031632,0.0005742526960699212,0.00028704393015965834,-0.037292817679558055,0.1796051085750375,0.6816858629969408,-0.045537575787145616,-0.04233364351569647,0.0,0.0,0.0,0.14048371683880112,0.378,
INVE-B.ST,Investor B,Finans,408.0499877929688,4.795655656215294,0.01175261806072753,0.09369736282769785,45.867790634321494,908872815.1733856,-0.006694255310898178,-0.02193198501039806,-0.03693656823973723,0.2773507582708097,0.3101880467312064,0.25606160948558865,-0.027011843071526948,0.0,0.0,0.0,0.1401214653723659,0.471,
LUND-B.ST,Lundbergforetagen B,Finans,589.5,8.77034840716338,0.014877605440480713,0.1803971792655984,63.215146504030635,76926840.925,-0.0025380710659898,0.0034042553191488967,0.008554319931565413,0.10697126899654981,0.751672590915539,-0.25529212603642865,0.5000667880594739,0.0,0.0,0.0,0.1389678326857991,0.471,
SHB-A.ST,Handelsbanken A,Finans,150.8000030517578,1.9314519796449772,0.012808036741100471,0.11416082853518349,65.52299449518316,489317308.3132919,0.009033162469606282,0.017543901194705613,0.012760303782109794,0.2667899387831906,0.7546643715290547,-0.41856332261033635,-0.052344468056075774,0.0,0.0,0.0,0.13542358476131844,0.378,
SKA-B.ST,Skanska B,Industri,271.8999938964844,4.018983354001418,0.014781108658397005,0.1441719557993496,56.54279680048131,168410223.58147734,0.009279881427765035,-0.012708787500247953,-0.001102198005482391,0.11845502587235884,0.7396837413276284,-0.002290569513965224,-0.14782248491961023,0.0,0.0,0.0,0.13294613646985692,0.378,
EPI-A.ST,Epiroc A,Industri,262.29998779296875,6.335096745321257,0.024152104613597992,0.24264474003568326,54.56094877033367,324940172.22413254,0.011959781789907753,-0.02345501923823079,0.03757905311126897,0.046553605919434624,0.6872943615096379,0.12557025029874505,-0.06279042699851231,0.0,0.0,0.0,0.12415005938625323,0.471,
INDT.ST,Indutrade,Industri,249.6000061035156,4.830505910161794,0.01935298794888033,0.12760388162970498,61.95312350764467,75739993.78900833,0.000801973584306559,-0.009523785303509502,0.020441536693519113,0.16577799697483267,0.6994724629706164,-0.12005566504033444,-0.27369573617085846,0.0,0.0,0.0,0.12067501537672423,0.378,
STOR-B.ST,Storskogen B,Industri,11.25,0.268744801141398,0.023888426768124266,0.19779386281900374,67.10127346562575,36230123.4868896,0.018099529937821268,0.015342967280191244,0.048951011641672926,0.21722267165461484,0.6913754133783975,-0.42523478562089173,0.10207195964320118,0.0,0.0,0.0,0.1205920993404842,0.471,
SKF-B.ST,SKF B,Industri,274.5,5.352279995754969,0.01949828778052812,0.2089728929557339,60.142504966544976,240178840.95792848,0.016666666666666607,-0.011879006256213631,0.049311902123503115,0.03936549449495494,0.7398238482699241,-0.0692414637583678,-0.0006346742526115961,0.0,0.0,0.0,0.11385907077575996,0.378,
NDA-SE.ST,Nordea,Finans,199.1499938964844,2.6374174887769377,0.013243372179804501,0.10475425071074408,71.02598467659473,245247011.52101213,0.001760517300573028,0.015035662559263141,0.037239551544189675,0.22688151528160241,0.7546643715290547,-0.48751131382953844,-0.15026941310589814,0.0,0.0,0.0,0.11365543251151007,0.378,
