,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SSAB-B.ST,SSAB B,Material,104.3000030517578,3.38623807014377,0.032466327622860995,0.44465167217597074,54.783571588973174,283259107.61663055,-0.009496675888114425,0.0701826803974892,0.046138477876821016,0.6336791739569088,0.7024437327179541,-0.30421131312075245,0.043321582879299575,0.0,0.0,0.0,0.23553130122881002,0.471,
INVE-B.ST,Investor B,Finans,417.2000122070313,4.618834235825884,0.01107103092205528,0.1130755099228071,61.36498775798765,915235894.9686539,0.005543548672890086,0.009924972265646259,0.025061455054131043,0.29697185548800314,0.7271999546080957,0.01608043225817503,0.2558904168438354,0.0,0.0,0.0,0.1977255211312244,0.564,
ATCO-A.ST,Atlas Copco A,Industri,207.8999938964844,4.081613189670408,0.019632579651265823,0.18257091629514607,58.08758066072131,666083551.0952873,-0.002877727115182749,0.01563261844625874,0.07109730736231468,0.3047796037542102,0.726208745494379,0.030816344900003144,0.06417758291495372,0.0,0.0,0.0,0.19141672639845742,0.564,
SAVE.ST,Nordnet,Finans,367.0,6.48509018812027,0.017670545471717355,0.15998475452154906,55.268233299815584,58865429.04723511,0.011576660276592765,-0.005420054200542035,0.01493361118732528,0.29709979802578074,0.7165321426966642,0.22965268236357672,-0.37348288371178506,0.0,0.0,0.0,0.18604589496171325,0.471,
GETI-B.ST,Getinge B,Halsovard,247.3999938964844,3.834025657784962,0.015497274666017864,0.102456169558814,73.68139231013126,103001979.63126144,0.008149959452907085,0.012689278780196434,0.0390591665458655,0.3459440831056302,0.7456549590114896,-0.21291493752415794,0.005803721803064212,0.0,0.0,0.0,0.1773329569658684,0.471,
SWED-A.ST,Swedbank A,Finans,376.1000061035156,5.083574247775225,0.013516549229664332,0.14420477813354632,53.47170789130379,506144018.7778183,0.0077706157599897185,0.006691648712948028,0.004540630968870252,0.39483866654136185,0.3094750349821747,0.1733191032063161,0.28727262075520155,0.0,0.0,0.0,0.17682646324105836,0.564,
SEB-A.ST,SEB A,Finans,223.6000061035156,3.0164284215756307,0.013490287742564621,0.13975526413667672,62.753342544232304,430924834.4702179,0.009025270509540162,0.019143173764229138,0.022405163345443624,0.342157586600515,0.7280476460760268,-0.0735959342528327,-0.21623438792953556,0.0,0.0,0.0,0.17657523073977271,0.378,
ATCO-B.ST,Atlas Copco B,Industri,181.0,3.2619348053018156,0.018021739255811135,0.17218534982441572,57.571882812612934,188940249.01210022,-0.0019300032629488983,0.016568362244760326,0.05049330698867571,0.28222478229089015,0.7270278431336477,0.032865072877366085,-0.16238184756581334,0.0,0.0,0.0,0.17477778695221563,0.471,
SHB-A.ST,Handelsbanken A,Finans,148.1999969482422,1.8918774813153323,0.012765705265001167,0.13223438643595053,59.079645827025885,467970938.06203765,0.006793478401712294,0.00850629483469989,0.03491620186142308,0.20260367890436062,0.7402841012459932,0.06506566910859096,0.06444558487134232,0.0,0.0,0.0,0.17142238106741534,0.564,
SAND.ST,Sandvik,Industri,393.1000061035156,8.984650924391262,0.022855891083413824,0.2442198349104213,64.52540193672023,582079658.8022811,-0.002537427009674631,0.03230046928791919,0.133506401211833,0.28293740492915564,0.6937753091369584,-0.19803344308812318,0.23864877365881387,0.0,0.0,0.0,0.16692974197696103,0.471,
INDU-C.ST,Industrivarden C,Finans,542.7999877929688,7.951904518937691,0.014649787578791646,0.18732904719729046,59.20990588262359,195798524.0412964,0.0051851625795718,0.02803027991092577,0.01042437724997547,0.3310846527486149,0.7062316013272043,-0.07713965513973084,-0.28257099664200686,0.0,0.0,0.0,0.16686338804016096,0.378,
LUND-B.ST,Lundbergforetagen B,Finans,587.5,8.638382252652859,0.014703629366217632,0.17579817583644064,65.6605689195087,61565594.65,0.0025597269624573205,0.04166666666666674,0.030701754385964897,0.1083133361044984,0.7448818606615148,-0.284470996411586,1.0,0.0,0.0,0.0,0.16036351348419325,0.471,
SINCH.ST,Sinch,Teknik,47.20000076293945,1.4978295563754178,0.03173367652890983,0.3828828933469974,70.64721500099967,99025684.87993164,-0.006106567809595176,0.04471005852410892,0.20716119194172022,0.24346786791718927,0.7386784305775689,-0.3909832725734432,0.412683794326074,0.0,0.0,0.0,0.15320459402489203,0.471,
NDA-SE.ST,Nordea,Finans,196.1999969482422,2.480075608187083,0.012640548658323019,0.1298299043885728,66.26242756501503,270606282.32108384,0.012383869239895873,0.026419059445497828,0.030369305544859948,0.20583805801802596,0.7456549590114896,-0.18536250086240344,-0.08515244211538434,0.0,0.0,0.0,0.14051388616422036,0.378,
TREL-B.ST,Trelleborg B,Industri,443.0,6.974839622955478,0.01574455896829679,0.16393068649110093,63.27982023176827,103333862.66389313,0.005447103638760442,0.030711988324647166,0.053758340703212504,0.1431757677786071,0.7456549590114896,-0.1654893261152011,0.11062154508751743,0.0,0.0,0.0,0.136624330439231,0.471,
BOL.ST,Boliden,Material,573.2000122070312,17.51653601104349,0.03055920383462375,0.32722225807751065,63.75711180983202,559112159.0528533,0.011291504149432363,0.013437123318862376,0.23747840479510707,0.21984904327222665,0.5299124927781373,-0.0497291872547761,0.03498821244332228,0.0,0.0,0.0,0.13122562663146575,0.471,
ESSITY-B.ST,Essity B,Dagligvaror,280.20001220703125,4.251003398214334,0.01517131767672229,0.19768595278738585,55.20840285320647,309751408.48273164,0.0014296798838979718,0.024497302402308074,0.003222429120654402,0.04458291654504269,0.7351515066964136,0.016152024057986228,0.12216877353433193,0.0,0.0,0.0,0.12914209622323794,0.564,
ALFA.ST,Alfa Laval,Industri,577.2000122070312,9.576234421776565,0.01659084237569583,0.15467799890107117,60.07064654239454,186004315.58094484,0.0010406462825185425,0.028510334376289137,0.05443914224312785,0.18781831355960504,0.7231472408970047,-0.0952000986877816,-0.4109954428455045,0.0,0.0,0.0,0.1253568825133986,0.378,
INDT.ST,Indutrade,Industri,252.0,4.877223703586077,0.019354062315817766,0.1477333161383453,68.92886972229861,75043612.90637359,0.006389800888641606,0.03194104483715865,0.05439330543933063,0.21150948619876753,0.7026334605164836,-0.27024211397246944,-0.17799345669343886,0.0,0.0,0.0,0.12234850639524553,0.378,
STOR-B.ST,Storskogen B,Industri,11.079999923706056,0.284873006345286,0.02571056031650235,0.1944089978488016,67.24843821980133,34793752.59395256,-0.0009017338813561704,0.017447160183039045,0.055238087972005356,0.14275139783333102,0.6679779254863899,-0.1377769971207865,-0.027293662580728333,0.0,0.0,0.0,0.12074215544017618,0.378,
AZA.ST,Avanza Bank,Finans,408.2999877929688,7.086236926480671,0.017355466907517506,0.13012279284279307,63.6888013068905,86462858.56853485,0.012397719194989776,0.020749969482422026,0.04799789886164585,0.1866845717435658,0.7456549590114896,-0.10100443164523679,-0.5893771754629233,0.0,0.0,0.0,0.11895008484994504,0.378,
SKA-B.ST,Skanska B,Industri,275.3999938964844,4.0975826456415305,0.014878659173760564,0.12847681736155414,66.52377958473247,157026585.75411072,0.001818843256097935,0.016236139839425734,0.042392055912081616,0.09023341725422805,0.7456549590114896,-0.11678643563013652,-0.08624625844024135,0.0,0.0,0.0,0.11841564168025473,0.378,
HM-B.ST,H&M B,Sallankopsvaror,174.9499969482422,3.6470871212487026,0.020846454329048487,0.26230990051283154,48.15446965082586,303945960.985244,0.0011444746680526752,-0.04189490087386216,0.0031536873337523197,0.1309009304436842,0.2547126896508911,0.6120046112951287,-0.2929283492905974,0.0,0.0,0.0,0.11748617972353774,0.471,
EPI-A.ST,Epiroc A,Industri,268.6000061035156,6.2321616703721485,0.023202388416813137,0.223013321725422,62.80407642977751,307957040.6767456,-0.017197152943210003,0.024018370582309823,0.10671614948885577,0.06536292243355707,0.7062313345662365,-0.10941425066283872,0.12021116247832311,0.0,0.0,0.0,0.11734456385095703,0.471,
SKF-B.ST,SKF B,Industri,277.79998779296875,4.860975200741444,0.017498111642697767,0.1710638881683555,71.39796720203961,225898915.2812088,0.006157122969478568,0.05828566778273814,0.0784160761290349,0.10341824806274816,0.7456549590114896,-0.5010749525068299,0.34910452771257844,0.0,0.0,0.0,0.10505053700235642,0.471,
VOLV-B.ST,Volvo B,Industri,348.3999938964844,6.308044197088779,0.018105752892070965,0.16917341891684975,51.66300049174811,1010304816.1500412,0.005773672157158405,0.016336074395946865,-0.043382805549071035,0.21369686747756078,0.27461618445222163,0.134883563351434,-0.10534119609549453,0.0,0.0,0.0,0.10283794106759211,0.471,
CAST.ST,Castellum,Fastighet,133.5,1.8288423234591369,0.013699193434150839,0.10259132854495764,50.52184626775708,169001897.43107453,0.0011248135704466922,0.003759398496240518,0.0011248135704466922,0.07899123485722324,0.3185031849835809,0.2444429332337086,0.01706884997258885,0.0,0.0,0.0,0.09282102228384324,0.564,
NIBE-B.ST,NIBE B,Industri,43.209999084472656,1.1100393999532747,0.0256894104020512,0.3587935550525647,77.7820951792066,301970043.49476683,0.0020872021061517643,0.02905447385660609,0.14706666272403623,0.007432439672618363,0.6848992895673519,-0.39990237164591286,0.5432566362258059,0.0,0.0,0.0,0.09176559799995639,0.471,
