,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SSAB-B.ST,SSAB B,Material,104.9499969482422,2.8723923652120336,0.02736915148867132,0.29821677736111313,58.08634548291694,269036663.7329029,-0.005213299068794308,0.004306190892269912,0.0680846190369151,0.7808840088245589,0.7381998398608396,-0.3302406129592913,0.20888859992130576,0.0,0.0,0.0,0.28337134688540183,0.471,
SAVE.ST,Nordnet,Finans,363.3999938964844,6.762924992162856,0.01861014063222383,0.16678120161029733,52.83028560695825,54915935.67167511,-0.002744237148050166,0.019640853310544992,-0.01034863339929426,0.4260276268533136,0.734541684031203,-0.4011652195828863,-0.23310105130697045,0.0,0.0,0.0,0.16491658479437168,0.378,
CAST.ST,Castellum,Fastighet,134.85000610351562,1.9637717891966444,0.014562637747967054,0.106766039520511,56.81009623641729,158422312.55110472,-0.002957441009126649,-0.01389392246058041,0.032937594417773,0.12219196974305033,0.7585482101091896,-0.12086097258492015,0.6422361346017376,0.0,0.0,0.0,0.16435593342373586,0.471,
ATCO-A.ST,Atlas Copco A,Industri,202.1000061035156,4.251745990276942,0.021037832072598742,0.23969949607784424,49.44571421674374,725202061.2974815,-0.0009886156461947904,-0.03761901855468763,0.03375962201286753,0.39603843752073276,0.3238823106225016,0.2470618564511481,-0.2436075013600676,0.0,0.0,0.0,0.16011776655066987,0.471,
AZA.ST,Avanza Bank,Finans,396.5,7.496808533233413,0.01890746162227847,0.13335840246219835,53.904310984235025,78134065.34977874,0.0017686008807997755,-0.012699218192245398,0.04617414248021112,0.20770159893577222,0.7582325783145685,-0.08479471925229219,-0.025566962836715716,0.0,0.0,0.0,0.15590246641406333,0.378,
ATCO-B.ST,Atlas Copco B,Industri,176.5,3.267882823998914,0.018514916849852205,0.2073804687369744,48.61212818526111,214822730.1052719,-0.00197911275903917,-0.03234645884819909,0.018465071505431307,0.36803973703333515,0.32806206103089475,0.20645371543204658,-0.1957345226149116,0.0,0.0,0.0,0.15207788882542708,0.471,
INDU-C.ST,Industrivarden C,Finans,517.5999755859375,8.529366289899489,0.016478683717563954,0.19180562948339555,39.05243773259893,195248079.95845643,-0.0011579247529118764,-0.03970319928397492,-0.003081734559851501,0.3407147873988964,-0.1157040854416043,0.44177111594327223,0.7972253911324404,0.0,0.0,0.0,0.1518614651844327,0.471,
SAAB-B.ST,Saab B,Industri,688.7999877929688,21.331554567496134,0.030969156424996508,0.259932233819946,75.22205191293918,1010957850.2234741,0.0011627729548964183,0.020746888342113134,0.21481479328565922,0.40703478828161527,0.712507401230953,-0.7560262215667634,0.3594676630188543,0.0,0.0,0.0,0.15100556824931313,0.471,
SINCH.ST,Sinch,Teknik,43.709999084472656,1.6078655635764234,0.036784845510271225,0.45082925758970155,60.80358290341684,89448410.4614025,-0.005913171003234963,0.028954791795922308,0.11847484740235537,0.31355103405675033,0.7592013872237564,-0.6302804768212045,0.41135096304267627,0.0,0.0,0.0,0.1498074670677644,0.471,
BOL.ST,Boliden,Material,521.0,16.136958777641112,0.03097304947723822,0.35650435911370504,52.70414871335966,504556299.5485916,0.005403295497897531,-0.033395176252319136,0.03291040107927201,0.44424947352836514,0.07621422323081968,0.14911412481511732,0.06606063092415786,0.0,0.0,0.0,0.14070894589443386,0.564,
INVE-B.ST,Investor B,Finans,410.75,4.979377506209425,0.012122647610978515,0.1336159607853684,52.347085375782534,881367299.4289932,-0.001458626703811583,-0.017109341950015566,0.0346347607052897,0.34233340838670434,0.3387245426317871,-0.01326623417637237,0.048730146929388166,0.0,0.0,0.0,0.13750191742027632,0.471,
GETI-B.ST,Getinge B,Halsovard,240.3999938964844,3.7900993946692143,0.015765804870615848,0.13424416269971956,72.21400275286751,97576521.77500229,-0.0008313059100469866,0.004596702175923895,0.033978468371975934,0.3102366139593115,0.7733704701136928,-0.5686308723255415,-0.003885849513973209,0.0,0.0,0.0,0.13650734429862899,0.378,
SHB-A.ST,Handelsbanken A,Finans,147.60000610351562,1.8068680417043643,0.012241652892867511,0.12173586715007201,59.37418240112242,470690128.61281586,-0.0016909028723676167,0.0040816741735756334,0.06148869373685151,0.2499716689950925,0.7644070637133952,-0.34937727675495145,-0.2424047486656391,0.0,0.0,0.0,0.1300960116970053,0.378,
