,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SSAB-B.ST,SSAB B,Material,103.9499969482422,3.290792711687629,0.03165745847329028,0.44042665636740547,54.019083820931165,275974246.3053665,-0.0033557631186444947,0.03949996948242207,0.03898044755147945,0.6358317241642424,0.7060779055188178,-0.17035541656691272,-0.37904883733315464,0.0,0.0,0.0,0.22888163334553427,0.378,
SAND.ST,Sandvik,Industri,384.3999938964844,9.057175858363316,0.023561852242906994,0.2627803866345175,56.74778390035735,624055103.984436,-0.022131803795343297,-0.006974973300075904,0.08281688421544886,0.30447526432229033,0.6769748865117874,0.11691997623612128,0.10119540853503435,0.0,0.0,0.0,0.19441681710770453,0.564,
GETI-B.ST,Getinge B,Halsovard,243.8999938964844,3.931595035674766,0.016119701246665084,0.10646754830714111,63.66757263622078,101014267.11698762,-0.014147130502616179,-0.00448982083067595,0.0330367962360365,0.30285105684850333,0.736801498797198,-0.01618452003563292,0.029642832691486487,0.0,0.0,0.0,0.1860966786627166,0.471,
INDU-C.ST,Industrivarden C,Finans,538.0,7.998195309437677,0.014866534032412039,0.16651017186279646,54.58823277492401,202053896.88578185,-0.008843013818930934,0.01280118154500065,-0.004809426014345419,0.31599001672205695,0.7038014362793237,0.011315512563948237,-0.1581019821338906,0.0,0.0,0.0,0.1777941717721131,0.471,
SEB-A.ST,SEB A,Finans,224.3999938964844,2.9295408951600703,0.013054995431557213,0.12748919594113348,64.09385614938854,444550747.5148613,0.0035777628404825013,0.028885775408821868,0.012178606158810945,0.35747238126325537,0.7393800622674657,-0.2622472914130633,-0.12672066388011555,0.0,0.0,0.0,0.16771434232062157,0.378,
SINCH.ST,Sinch,Teknik,46.56999969482422,1.4858418617096514,0.031905558759855165,0.39053120560265703,66.32753947699635,102176035.37439823,-0.013347480040930448,0.02848942028057544,0.16279651890056335,0.2690693525941261,0.7308343577748718,-0.2966316711858964,0.17095974942849096,0.0,0.0,0.0,0.15577731216759721,0.471,
ALFA.ST,Alfa Laval,Industri,574.7999877929688,9.377935450801454,0.016315128131455695,0.14712289207816898,57.806814839693565,195789986.69678038,-0.004158046367472412,0.015547681613018893,0.029738400614331528,0.22984098808074716,0.7258044996320921,-0.06198314009286194,-0.22681200048743522,0.0,0.0,0.0,0.14879200793134265,0.378,
SHB-A.ST,Handelsbanken A,Finans,147.9499969482422,1.8638862326499515,0.012598082264929013,0.11631763482441812,58.009680597640006,469998399.9539406,-0.001686909616383514,0.023521230195110876,0.026361451353835275,0.2062411343877012,0.7456710347652752,-0.12245189618773633,-0.16637953387303323,0.0,0.0,0.0,0.14284677249929129,0.378,
SWED-A.ST,Swedbank A,Finans,376.2000122070313,4.99188950100333,0.013269243325426,0.13513608466282143,53.5980657914231,511842712.51064456,0.0002659029563751858,0.021727321387218668,-0.007125842525589232,0.4077707991759356,0.3170872243884276,-0.0360927771613415,-0.0674086146818669,0.0,0.0,0.0,0.14252607500202055,0.378,
BOL.ST,Boliden,Material,564.5999755859375,17.108211138323867,0.03030147339374058,0.33841976570515897,59.84134442704029,561559144.155484,-0.015003552752869687,-0.008081582084402017,0.19139055255878534,0.2488964508525955,0.5234139577649355,0.0732917796152422,-0.12771844599480206,0.0,0.0,0.0,0.1416794620396733,0.471,
