,name,sector,close,atr14,atr_pct,vol20d_ann,rsi14,turnover_sek,ret_1d,ret_5d,ret_21d,momentum,trend,reversal,volume,fundamental,sentiment,macro,score,confidence,qual_notes
SWED-A.ST,Swedbank A,Finans,410.7999877929688,6.511839616515551,0.015851606158755117,0.14969571485839442,74.46578024246956,645631819.6880249,0.02087473663989492,0.04795915253308358,0.09957168383756909,0.4102464448967522,0.7566623389585458,-0.5324903864935338,0.19547195390315703,0.0,0.0,0.0,0.13849514970107699,0.471,
TREL-B.ST,Trelleborg B,Industri,452.0,7.581856772100579,0.016774019407302165,0.18489016495122707,58.1929494318431,165661601.4259552,0.007130152170385928,0.012091343087068163,0.05165196099941438,0.03311724349444375,0.7521597446569179,-0.09398630819717753,0.310917874382263,0.0,0.0,0.0,0.13381278936487218,0.471,
INVE-B.ST,Investor B,Finans,410.75,5.16713330726656,0.012579752421829727,0.12412609812963367,55.45719437293004,1001371100.6848252,0.012322858903265566,0.029190663288195307,-0.005688709922039403,0.2876121902510393,0.7210589019719298,-0.16382618198923427,0.07868258847934223,0.0,0.0,0.0,0.12739419597191864,0.471,
SSAB-B.ST,SSAB B,Material,105.9499969482422,3.187289221850204,0.030082957184106682,0.3069865201040054,53.93752257326554,227474978.3543934,-0.013959981783178033,0.04538725745808159,0.08711264050403811,0.6990543016903461,0.7208642304039898,-0.24419573722387639,-0.27727553779822267,0.0,0.0,0.0,0.12682707370510177,0.378,
EVO.ST,Evolution,Sallankopsvaror,860.2000122070312,18.862348786568752,0.0219278638908331,0.2018618595051571,58.993293226950534,590203159.0680481,-0.006467978360928939,-0.035433926910159896,0.04902440513052597,0.07590332731087657,0.7064629805134438,0.19037825626820978,0.11228259005416497,0.0,0.0,0.0,0.12387966270528236,0.564,
SINCH.ST,Sinch,Teknik,47.619998931884766,1.6061715822855431,0.03372892940596234,0.4684682781449583,59.209277858562984,90213126.47654286,0.041557254165629276,0.0014721282007856828,0.054006166671704436,0.6091331876817127,0.7451006856412807,-0.04155725324150706,-0.42889883681894314,0.0,0.0,0.0,0.11946246422965474,0.378,
INDT.ST,Indutrade,Industri,248.1999969482422,4.832118935932683,0.019468650263280776,0.1584980275330333,56.915498297832166,82584692.99455795,0.013888863783083849,0.027317842210230703,0.016380016584716772,0.2518527326505945,0.6974428469272125,-0.17154797208691544,0.00709568369649701,0.0,0.0,0.0,0.11612361077483174,0.471,
BILL.ST,Billerud,Material,83.6500015258789,1.704175748918989,0.02037269238293757,0.23755665085227343,65.9681048095313,43747646.16802559,0.006013228993680508,0.03399258279519701,0.09848982074479928,0.09172967400653712,0.6439289034670113,-0.3330704510666855,0.3141393327755916,0.0,0.0,0.0,0.11485117087049115,0.471,
NDA-SE.ST,Nordea,Finans,202.8000030517578,2.922467617823378,0.014410589614624006,0.1379025215476101,65.53717764446277,288245106.946344,0.02012072403720544,0.021405187281171356,0.06094695018186802,0.17400615346147186,0.7566623389585458,-0.249225666804759,-0.08014545160775229,0.0,0.0,0.0,0.11121598465016515,0.378,
SEB-A.ST,SEB A,Finans,234.1999969482422,3.348505366702277,0.014297631982643838,0.14258540774755768,69.89770993344695,473196965.05864793,0.02809479284787475,0.02809479284787475,0.06745671587730584,0.2952255821395837,0.7566623389585458,-0.3485945709842244,-0.18778288706525553,0.0,0.0,0.0,0.10864849498869254,0.378,
SHB-A.ST,Handelsbanken A,Finans,154.89999389648438,2.040049119479913,0.013170104582723382,0.1097194819834092,68.2317390276119,562166547.1824226,0.01142670629933451,0.024132191051136287,0.05410001438137013,0.27567768647566265,0.7555640826065939,-0.3018982616517834,-0.19168822201107721,0.0,0.0,0.0,0.10826581341657246,0.378,
LUND-B.ST,Lundbergforetagen B,Finans,593.5,8.631863549716872,0.014543999241308968,0.1659813487913587,61.89960548515491,77944891.425,0.01801029159519718,0.02770562770562779,0.052304964539007015,0.048233407614157356,0.7566623389585458,-0.240074894648743,-0.02452451484189205,0.0,0.0,0.0,0.10710586767715502,0.378,
INDU-C.ST,Industrivarden C,Finans,542.7999877929688,8.367839832514663,0.015416064887065309,0.16889044494981936,57.60198857989944,165592254.90934753,0.013821372882836025,0.03627338763419319,0.02803027991092577,0.28518980062393173,0.717490932689431,-0.23624076304486735,-0.24506537180563445,0.0,0.0,0.0,0.10130961008527486,0.378,
TELIA.ST,Telia,Telekom,46.369998931884766,0.8713742544146834,0.018791767834514923,0.21365912618446725,58.036644264869494,280566645.3307339,0.0073864905845013595,-0.008552523454433913,0.06597698693987963,0.007030745625993554,0.6517475078427748,0.036220574334218186,0.01177738642796949,0.0,0.0,0.0,0.09941788643121052,0.564,
SCA-B.ST,SCA B,Material,121.4000015258789,1.9201808029258896,0.0158169751136005,0.14481000502037983,74.23502390345298,252584307.2629734,0.007887128283157407,0.039828706859776464,0.09270929966895558,-0.033920152630366796,0.7148342468532805,-0.47896470561066407,0.10091579140992504,0.0,0.0,0.0,0.09744981318981326,0.378,
NIBE-B.ST,NIBE B,Industri,44.650001525878906,1.1321863056128507,0.0253569152725928,0.24680873372644296,65.79622404737464,284938139.7147478,0.03885532809281367,0.020804751085780282,0.06334841012345582,0.24637322188226082,0.7321132020418368,-0.248935404268723,-0.35136348433130826,0.0,0.0,0.0,0.09288816403332031,0.378,
GETI-B.ST,Getinge B,Halsovard,238.1000061035156,3.8135773815657115,0.016016704257906373,0.14188779360639395,49.24616201189697,144329842.40058288,0.008044069347256322,0.0004201937122503274,-0.025378620019618547,0.2456043770877826,0.31399059118225436,0.09714429978567604,0.34897863054778444,0.0,0.0,0.0,0.09103862763121143,0.564,
HOLM-B.ST,Holmen B,Material,324.0,6.595251392628124,0.02035571417477816,0.2524924590333821,52.46704807782141,79382259.91542359,0.04516129032258065,0.011867544185200751,0.013767189650988998,-0.21208381796087755,0.22477523482835218,-0.016636460084042938,0.9930802007139569,0.0,0.0,0.0,0.09026093198662666,0.378,
